f0_workload,f1_mean,f2_std,f3_delta,f4_trend,f5_ema,f6_temperature,f7_headroom,f8_efficiency,f9_short_long
11251,11536,292,-84,-93,11407,14722,7038,685,-392
11177,11456,291,-74,-92,11332,12644,9116,685,-322
11279,11395,270,101,-74,11305,14038,7722,685,-254
10761,11295,331,-518,-109,11147,13511,8249,686,-356
10591,11113,259,-169,-87,10967,12676,9084,686,-377
10153,10979,404,-438,-155,10734,12475,9285,686,-764
10307,10857,439,154,-178,10600,13226,8534,686,-810
10514,10754,410,207,-155,10556,13507,8253,686,-687
11284,10758,415,770,-58,10739,13177,8583,685,-90
11456,10793,459,171,45,10926,13349,8411,685,467
10953,10752,427,-503,110,10923,13759,8001,686,766
11130,10798,445,177,143,10985,13308,8452,685,610
11234,10879,458,105,157,11065,13397,8363,685,363
11544,11053,411,310,134,11224,13363,8397,684,400
11991,11263,407,447,133,11462,12671,9089,683,523
11790,11423,323,-201,96,11580,14912,6848,684,564
12227,11541,411,437,149,11768,13924,7836,683,740
12602,11684,537,375,228,12008,13394,8366,681,836
12079,11825,470,-523,183,12057,14005,7755,683,765
11690,11895,398,-389,97,11981,13301,8459,684,366
13060,12123,471,1370,123,12301,14077,7683,680,245
11962,12175,424,-1098,48,12228,13695,8065,683,99
11715,12141,448,-247,-10,12092,13197,8563,684,168
11559,12112,477,-155,-96,11953,12430,9330,684,-586
11769,12055,487,210,-113,11894,13972,7788,684,-597
11746,11948,447,-23,-80,11833,13250,8510,684,-409
12005,11938,445,258,-61,11874,14849,6911,683,-157
11618,11929,450,-386,-114,11808,13051,8709,684,-223
11356,11716,197,-263,-41,11648,14107,7653,685,-91
11161,11616,245,-195,-61,11504,13374,8386,685,-381
11132,11543,288,-28,-90,11395,13809,7951,685,-523
11264,11506,302,131,-112,11354,13761,7999,685,-513
11790,11509,304,527,-60,11463,12728,9032,684,-182
11602,11491,294,-189,-27,11494,12939,8821,684,98
11075,11375,248,-527,-7,11363,13698,8062,685,183
11497,11360,236,422,30,11393,13486,8274,685,51
10779,11288,304,-718,-19,11224,12892,8868,686,-273
10099,11155,499,-680,-132,10913,13697,8063,686,-581
10222,11041,587,123,-212,10715,12998,8762,686,-1079
10091,10894,656,-131,-267,10526,13030,8730,686,-1211
9762,10641,653,-328,-265,10279,13779,7981,686,-985
10033,10445,564,271,-213,10174,13148,8612,686,-772
10058,10318,521,25,-178,10117,12748,9012,686,-586
10182,10153,269,123,-63,10096,13165,8595,686,-100
10269,10090,146,88,14,10125,13444,8316,686,128
9892,10064,159,-377,-2,10061,13713,8047,686,81
10170,10057,154,278,24,10087,12854,8906,686,85
10846,10152,304,676,94,10298,12902,8858,686,242
10464,10239,279,-382,78,10359,12405,9355,686,406
10182,10258,270,-282,51,10319,14403,7357,686,383
10404,10301,262,221,42,10350,13201,8559,687,78
9398,10203,399,-1006,-46,10090,12824,8936,685,-334
9187,10068,519,-211,-124,9834,14108,7652,684,-648
9224,9984,590,37,-213,9663,12968,8792,685,-1144
8943,9831,675,-281,-280,9449,13134,8626,683,-1141
8855,9582,620,-88,-253,9245,12909,8851,683,-920
9474,9458,522,619,-167,9275,12587,9173,685,-589
9023,9313,458,-451,-126,9179,13272,8488,684,-314
9591,9212,246,568,14,9260,13112,8648,686,242
8995,9161,244,-596,16,9182,12513,9247,684,67
8785,9111,273,-210,-12,9072,13414,8346,683,20
8785,9056,289,-1,-28,8988,12551,9209,683,-322
9416,9116,307,631,-10,9108,13621,8139,685,-192
8956,9128,298,-460,-51,9073,12537,9223,684,-122
8752,9038,289,-204,-45,8973,13010,8750,682,5
9152,9054,291,400,-38,9021,12864,8896,684,-161
9398,9030,251,247,49,9110,12109,9651,685,113
10138,9173,443,740,137,9399,11790,9970,687,624
10897,9437,692,759,240,9832,13196,8564,687,1133
10061,9596,670,-836,222,9925,12448,9312,687,1231
9748,9638,668,-314,215,9890,13239,8521,686,956
9322,9683,631,-426,116,9758,11638,10122,685,43
8963,9710,595,-358,-44,9565,13887,7873,684,-585
9148,9709,596,184,-151,9461,12138,9622,685,-904
9847,9766,585,699,-173,9570,12856,8904,687,-714
9498,9685,572,-349,-155,9534,12675,9085,686,-301
9807,9549,356,310,-15,9572,13337,8423,686,269
10365,9587,419,558,108,9779,13945,7815,687,485
10715,9708,563,350,219,10040,13531,8229,687,940
10171,9814,560,-544,216,10096,13496,8264,687,964
11280,10104,639,1109,247,10456,13672,8088,686,989
11475,10395,667,196,259,10776,14332,7428,686,929
11577,10611,731,102,299,11024,14339,7421,686,1333
11009,10800,603,-568,213,11063,13638,8122,687,886
10055,10831,556,-954,44,10818,13588,8172,687,79
9771,10757,646,-284,-94,10539,13897,7863,686,-765
10296,10704,664,525,-137,10467,13174,8586,687,-1062
10047,10689,677,-249,-249,10359,13168,8592,687,-1041
9877,10514,683,-170,-253,10199,13429,8331,686,-704
9626,10282,629,-251,-224,10004,12457,9303,686,-692
9436,10015,452,-190,-156,9803,12897,8863,685,-590
9090,9775,361,-346,-126,9571,12166,9594,684,-626
9170,9664,392,80,-147,9446,12443,9317,684,-692
9242,9598,413,72,-170,9380,12679,9081,684,-689
10322,9601,418,1080,-35,9616,13518,8242,687,-37
10748,9689,554,426,108,9919,12535,9225,687,664
10494,9766,614,-254,195,10080,13099,8661,687,1209
10185,9836,626,-309,215,10122,12515,9245,687,1024
10240,9936,618,55,206,10174,13583,8177,687,592
9842,10030,534,-398,107,10112,13361,8399,686,94
9956,10129,428,114,9,10094,12394,9366,686,-186
9708,10187,322,-248,-121,10011,12283,9477,686,-563
9774,10118,344,66,-141,9936,13397,8363,686,-489
9891,10011,253,117,-92,9901,13387,8373,686,-352
10146,9968,187,255,-29,9953,13203,8557,686,-49
10055,9951,173,-91,1,9975,12230,9530,686,127
9610,9873,167,-445,4,9866,13300,8460,685,103
9432,9821,222,-179,-36,9746,13399,8361,685,-196
9130,9718,310,-301,-80,9569,13436,8324,684,-524
8920,9620,407,-210,-147,9385,13662,8098,683,-735
9519,9588,404,598,-139,9411,12187,9573,685,-637
8783,9449,462,-736,-174,9223,12177,9583,682,-601
8367,9227,500,-416,-189,8960,12756,9004,679,-540
9378,9142,400,1011,-88,9046,12573,9187,685,-480
9551,9135,392,173,-4,9170,13072,8688,685,-58
9152,9100,376,-399,29,9158,12610,9150,684,416
9357,9128,385,204,54,9214,12171,9589,685,360
9193,9162,377,-163,37,9216,12836,8924,684,114
9084,9108,353,-109,69,9171,13139,8621,683,165
9087,9146,331,3,32,9159,12753,9007,683,-39
8626,9179,258,-462,-95,9033,13910,7850,681,-394
8722,9097,285,96,-111,8937,13761,7999,682,-456
9004,9028,227,282,-70,8938,12112,9648,683,-391
8366,8930,308,-638,-112,8773,12646,9114,679,-372
8414,8812,302,48,-110,8657,11930,9830,680,-348
9221,8815,307,806,-35,8799,13139,8621,684,-237
9672,8889,414,451,66,9033,12850,8910,686,341
9803,8978,513,131,163,9246,12619,9141,686,939
10109,9164,611,306,219,9503,13473,8287,686,1116
9706,9287,608,-403,217,9581,12670,9090,686,937
9650,9368,608,-56,217,9616,13626,8134,685,727
9435,9501,477,-215,116,9601,13293,8467,685,153
11188,9848,561,1752,140,10075,13566,8194,686,389
11414,10122,705,227,203,10471,13282,8478,685,891
10385,10211,687,-1029,177,10469,14673,7087,686,1255
10161,10256,671,-224,129,10402,13780,7980,686,636
10261,10275,669,100,113,10371,13442,8318,686,-9
9821,10289,657,-440,14,10237,13238,8522,685,-333
9694,10295,652,-127,-104,10102,13840,7920,685,-591
9508,10304,641,-186,-261,9956,12954,8806,684,-1008
10217,10183,547,710,-174,9994,12512,9248,686,-602
9190,9905,394,-1028,-125,9731,13256,8504,684,-426
8885,9717,470,-305,-158,9478,12792,8968,682,-458
8738,9539,533,-147,-192,9253,12927,8833,682,-962
9372,9428,459,634,-129,9258,12752,9008,685,-687
9524,9391,437,151,-79,9317,13110,8650,685,-287
10263,9462,519,739,26,9569,12630,9130,686,412
9568,9470,520,-695,40,9570,12968,8792,685,504
9310,9356,437,-258,107,9480,12290,9470,685,572
9185,9356,437,-124,75,9406,12995,8765,684,-2
9234,9399,404,49,14,9373,12951,8809,684,-250
8547,9375,446,-687,-128,9161,12245,9515,681,-619
8495,9266,533,-52,-201,8970,12142,9618,680,-811
8399,9125,592,-96,-246,8796,12703,9057,680,-1032
8188,8866,480,-211,-202,8586,12129,9631,678,-808
8054,8676,464,-135,-194,8411,12916,8844,677,-741
8219,8540,416,165,-165,8333,12907,8853,678,-618
8260,8424,343,41,-119,8289,12731,9029,679,-395
8496,8332,166,237,-26,8320,11970,9790,681,-11
7956,8258,184,-540,-35,8213,12323,9437,676,-33
7989,8195,179,33,-32,8143,13042,8718,676,-76
7936,8137,179,-53,-31,8078,12405,9355,676,-283
8005,8114,182,69,-37,8055,12201,9559,677,-220
8324,8148,193,318,-26,8130,13260,8500,679,-96
8194,8145,192,-129,-15,8145,11352,10408,679,47
7708,8076,233,-487,-39,8020,13075,8685,674,-1
7691,7975,202,-17,-26,7916,11538,10222,673,-178
7814,7958,209,123,-41,7886,12093,9667,675,-352
8439,8014,263,625,2,8037,12436,9324,680,-52
8449,8078,297,10,30,8154,12440,9320,680,250
9651,8284,595,1202,153,8574,12806,8954,686,901
9440,8423,709,-211,254,8822,12926,8834,685,1211
9438,8579,775,-3,314,9010,13179,8581,685,1490
9006,8741,708,-432,256,9045,12979,8781,684,886
9277,8939,600,271,188,9147,12345,9415,685,481
9338,9130,431,61,101,9237,12651,9109,685,123
10104,9338,449,767,108,9500,13271,8489,687,376
9895,9519,330,-209,59,9639,12830,8930,686,417
10070,9571,377,175,120,9759,12539,9221,686,724
10102,9654,410,31,150,9863,12897,8863,686,590
9884,9709,407,-218,146,9880,13370,8390,686,495
9604,9784,316,-279,62,9828,12041,9719,686,126
9948,9868,252,343,21,9877,12934,8826,686,-90
9529,9892,206,-419,-64,9795,12923,8837,685,-317
9191,9778,292,-337,-100,9619,12801,8959,684,-355
8938,9658,396,-253,-157,9422,12212,9548,683,-702
9094,9536,401,156,-160,9313,12596,9164,684,-739
9478,9458,339,384,-104,9337,13188,8572,686,-461
9869,9457,337,391,-24,9470,12346,9414,686,38
9364,9427,333,-505,-16,9437,12912,8848,685,231
8971,9304,297,-394,2,9293,12047,9713,683,155
9199,9263,286,228,17,9260,12353,9407,684,-136
9950,9358,362,751,66,9454,13380,8380,686,25
10107,9504,397,157,84,9650,13007,8753,686,397
10249,9649,430,142,102,9832,12504,9256,686,726
10072,9723,446,-177,119,9908,12561,9199,686,672
10019,9742,454,-53,160,9940,12951,8809,686,595
9762,9791,432,-257,121,9907,13023,8737,685,256
9731,9886,306,-31,28,9884,13758,8002,685,-78
9925,9977,163,194,-43,9915,13324,8436,685,-274
10812,10085,319,887,24,10163,13397,8363,686,114
10232,10100,323,-581,39,10184,12739,9021,686,356
9795,10044,332,-437,29,10074,13547,8213,685,378
10285,10070,341,491,53,10133,13124,8636,686,54
10286,10104,348,0,65,10178,13248,8512,686,29
9679,10093,359,-607,-7,10051,13280,8480,685,-16
9448,10058,404,-231,-100,9892,13620,8140,684,-406
8463,9875,668,-985,-247,9494,12870,8890,679,-1086
8241,9553,752,-222,-282,9109,12921,8839,678,-1338
8319,9314,801,79,-312,8859,11841,9919,678,-1557
8570,9161,812,250,-323,8752,12843,8917,680,-1256
8126,8891,750,-444,-289,8536,12900,8860,677,-885
8251,8637,553,125,-193,8408,11792,9968,678,-515
8372,8474,390,121,-103,8362,12882,8878,679,-359
8226,8321,134,-146,-20,8294,11847,9913,678,-61
8148,8282,132,-78,-19,8249,13165,8595,677,-52
8226,8280,133,77,-28,8243,11766,9994,678,-127
8346,8283,134,121,-18,8269,12371,9389,679,-69
8546,8280,128,199,35,8338,13136,8624,680,148
8532,8331,137,-13,39,8398,12578,9182,680,230
8349,8343,134,-184,32,8388,12094,9666,679,212
8372,8343,134,24,37,8384,12097,9663,679,119
8517,8379,137,145,39,8425,12411,9349,680,53
8733,8453,149,216,44,8519,12478,9282,681,141
9572,8621,380,840,113,8820,13585,8175,685,512
9437,8757,447,-135,152,9004,12336,9424,684,784
9757,8909,544,320,212,9226,12644,9116,685,1088
9490,9028,553,-267,220,9319,12260,9500,684,853
9348,9153,496,-143,174,9354,13131,8629,683,605
9076,9241,403,-272,84,9304,12167,9593,682,101
9452,9358,298,376,24,9367,13316,8444,684,-106
8450,9323,376,-1002,-119,9130,13357,8403,678,-528
8474,9186,453,24,-163,8935,13441,8319,679,-630
8631,9085,475,157,-182,8837,12739,9021,680,-906
8091,8877,499,-540,-193,8604,12357,9403,676,-765
7681,8650,574,-410,-227,8323,12991,8769,671,-826
7887,8468,555,206,-215,8173,11550,10210,674,-930
7310,8247,617,-577,-247,7908,12347,9413,667,-994
7604,8016,444,294,-171,7781,12588,9172,670,-665
7994,7959,413,390,-127,7822,13139,8621,675,-517
7979,7897,366,-15,-70,7847,12406,9354,675,-61
7896,7805,241,-83,9,7839,13380,8380,674,242
8039,7799,233,143,59,7887,12856,8904,675,276
7657,7796,235,-381,34,7829,12387,9373,671,109
7906,7798,236,249,53,7849,11043,10717,674,111
7709,7848,156,-197,-6,7825,12183,9577,672,-145
7804,7873,129,95,-36,7825,11991,9769,673,-106
7758,7844,125,-46,-33,7802,11648,10112,672,-138
8377,7893,215,618,26,7957,12147,9613,678,138
7741,7874,221,-635,14,7899,12928,8832,672,136
7569,7815,232,-172,6,7803,12392,9368,670,129
7902,7846,225,333,-4,7835,11676,10084,673,-173
7823,7836,224,-79,1,7830,13267,8493,673,-113
7591,7821,235,-232,-33,7767,11415,10345,670,-78
8233,7874,271,642,0,7895,11790,9970,677,13
8054,7911,273,-179,2,7943,11271,10489,675,77
8193,7888,239,138,76,8001,12900,8860,676,435
8505,7984,304,312,111,8148,12585,9175,679,427
8981,8160,405,476,150,8395,11355,10405,682,638
9393,8347,558,413,225,8686,12610,9150,683,980
10134,8636,770,741,318,9112,12767,8993,685,1387
9588,8885,712,-546,285,9287,12902,8858,684,1312
9612,9058,700,24,276,9407,12569,9191,684,1153
9201,9201,589,-412,180,9387,13351,8409,682,426
9211,9328,451,11,73,9371,12690,9070,682,21
9978,9512,371,767,39,9564,12662,9098,684,-78
10785,9738,504,807,88,9920,13204,8556,685,406
10253,9845,511,-532,94,10027,13025,8735,684,790
10405,9879,537,152,172,10129,12179,9581,685,963
10257,9963,538,-148,172,10180,12620,9140,684,548
9736,9978,529,-522,116,10072,12911,8849,684,247
9667,10037,461,-68,7,9984,13245,8515,683,-240
10081,10146,341,414,-78,10033,12734,9026,684,-508
9033,10027,503,-1048,-189,9756,13048,8712,681,-693
8827,9783,549,-206,-208,9470,13412,8348,680,-750
8880,9611,589,53,-232,9284,12964,8796,681,-1116
8992,9434,533,112,-199,9172,12418,9342,681,-855
8619,9230,491,-373,-179,8988,12792,8968,679,-638
8484,9073,504,-135,-186,8827,13467,8293,678,-599
8104,8878,537,-380,-204,8603,12184,9576,675,-760
8246,8648,324,141,-127,8463,13391,8369,677,-592
8095,8531,333,-150,-132,8345,12518,9242,676,-612
7974,8424,357,-121,-147,8228,12088,9672,675,-511
8248,8345,314,273,-113,8216,12388,9372,677,-383
8128,8237,202,-120,-61,8170,12551,9209,677,-193
7305,8073,323,-823,-98,7917,13499,8261,667,-287
7508,7951,329,203,-101,7787,12722,9038,670,-487
7368,7859,373,-140,-133,7662,12966,8794,668,-745
7230,7732,392,-138,-144,7526,12590,9170,666,-582
7767,7691,369,537,-103,7577,12197,9563,673,-378
9518,7884,711,1751,80,8105,11880,9880,685,460
9627,8056,916,109,264,8524,12568,9192,685,1463
10318,8330,1185,691,460,9033,13314,8446,686,2385
11104,8805,1417,786,582,9657,12173,9587,686,2472
11767,9337,1616,663,690,10303,12559,9201,684,2761
11555,9861,1571,-212,663,10732,13495,8265,685,2583
11867,10440,1330,313,549,11145,13529,8231,684,2063
11089,10856,870,-779,316,11223,13304,8456,685,1037
11193,11065,709,104,201,11262,13447,8313,685,509
10675,11196,496,-518,15,11145,13230,8530,686,-337
10370,11202,485,-305,-148,10952,13615,8145,686,-731
10452,11121,545,83,-221,10809,13293,8467,686,-995
10539,10967,514,87,-201,10708,13288,8472,686,-822
9766,10744,593,-774,-238,10422,12481,9279,685,-786
9592,10459,528,-174,-214,10151,13444,8316,685,-790
9552,10267,543,-40,-222,9959,13361,8399,685,-1009
9276,10028,504,-276,-205,9735,12606,9154,684,-887
9261,9851,493,-15,-200,9577,12615,9145,684,-781
9269,9713,483,8,-193,9469,12387,9373,684,-712
8659,9489,504,-610,-201,9217,13223,8537,681,-682
8405,9222,438,-253,-179,8955,13009,8751,679,-711
8394,9051,459,-12,-190,8776,12502,9258,679,-904
8168,8873,490,-225,-206,8585,12227,9533,678,-881
7605,8630,569,-563,-239,8286,12663,9097,672,-918
7852,8452,562,247,-234,8138,12102,9658,675,-922
7456,8226,554,-396,-230,7917,12719,9041,670,-941
7237,7972,478,-219,-201,7691,11876,9884,667,-731
7159,7785,466,-77,-195,7516,12392,9368,666,-801
6970,7605,469,-189,-197,7340,11905,9855,663,-773
6789,7405,430,-181,-180,7157,11837,9923,659,-691
7773,7355,356,984,-68,7300,12311,9449,674,-285
7881,7390,390,108,3,7453,12228,9532,675,146
8231,7437,460,350,123,7658,12086,9674,678,839
8552,7574,590,321,218,7912,13088,8672,681,1036
9100,7807,756,548,309,8261,13178,8582,683,1313
9777,8134,947,677,403,8713,13299,8461,686,1614
10117,8528,1032,339,444,9151,12644,9116,686,1820
9352,8848,818,-765,326,9273,12011,9749,684,1441
9291,9038,716,-61,248,9320,12896,8864,684,878
9180,9200,567,-111,136,9321,12996,8764,683,119
9817,9398,461,637,84,9489,12683,9077,685,50
9966,9575,364,149,40,9648,12901,8859,685,127
9881,9673,326,-86,15,9728,13454,8306,685,345
9294,9612,345,-587,-5,9606,12661,9099,684,162
8598,9422,424,-695,-36,9312,12594,9166,681,-264
8513,9318,521,-85,-119,9089,12130,9630,680,-825
8849,9262,544,336,-161,9017,12741,9019,682,-974
9389,9288,544,540,-159,9115,13233,8527,685,-594
9521,9251,516,132,-83,9209,12597,9163,685,3
8973,9127,444,-548,-30,9122,13273,8487,683,267
9179,9040,345,206,55,9117,12566,9194,684,296
9501,9065,370,322,121,9219,12809,8951,685,243
10253,9272,493,752,170,9523,12972,8788,686,595
9617,9410,408,-636,117,9577,12832,8928,685,608
9094,9441,373,-522,31,9463,13610,8150,683,342
8960,9387,406,-134,-15,9326,13351,8409,682,-262
9322,9362,403,362,-6,9319,12258,9502,684,-379
9461,9423,375,138,-40,9368,13164,8596,684,-281
9649,9482,369,188,-47,9451,13121,8639,685,-8
9833,9524,387,185,-16,9556,13046,8714,685,198
10933,9609,570,1099,180,9919,11700,10060,686,847
10440,9712,633,-493,250,10072,13500,8260,686,1105
10575,9897,641,135,256,10239,12961,8799,685,1204
11221,10179,664,646,266,10548,13482,8278,685,906
11116,10404,639,-105,252,10740,13493,8267,685,908
11210,10622,576,94,218,10906,13565,8195,685,896
11100,10804,456,-110,154,10995,13463,8297,685,541
10329,10865,339,-771,10,10842,13139,8621,686,22
10438,10804,365,109,-18,10727,13085,8675,686,-291
10963,10869,341,526,-44,10801,13339,8421,685,-468
11018,10924,324,55,-63,10867,13502,8258,685,-189
10539,10839,324,-479,-63,10766,13805,7955,686,2
10727,10790,308,188,-43,10746,14885,6875,686,-46
11264,10797,317,536,42,10877,13853,7907,685,74
10569,10731,302,-695,55,10785,13849,7911,685,196
10473,10749,281,-96,-10,10711,12516,9244,685,31
10308,10733,302,-164,-80,10607,13551,8209,685,-452
10482,10672,298,173,-76,10562,13204,8556,686,-402
10830,10649,276,348,-26,10624,12891,8869,685,-174
10471,10640,280,-359,-52,10584,12973,8787,685,-74
10804,10650,285,333,-29,10641,13062,8698,685,83
10194,10516,205,-610,-2,10499,13604,8156,685,-43
9641,10400,352,-552,-69,10259,11752,10008,685,-300
9735,10308,413,94,-117,10107,13530,8230,685,-722
10481,10330,416,746,-102,10206,12745,9015,686,-604
10289,10306,413,-193,-89,10221,13720,8040,686,-220
10755,10296,401,466,4,10352,12437,9323,685,339
10766,10333,428,11,62,10464,13066,8694,685,432
10593,10307,404,-174,134,10490,13762,7998,685,637
10642,10363,416,49,150,10541,13997,7763,685,487
10988,10531,358,345,125,10690,12841,8919,685,336
10168,10585,250,-820,9,10571,14261,7499,685,22
9764,10496,371,-404,-70,10350,12396,9364,685,-302
9628,10413,468,-136,-165,10151,14210,7550,684,-895
9212,10220,590,-416,-228,9873,13672,8088,683,-1097
8913,9988,686,-299,-278,9582,12710,9050,682,-1180
9139,9807,694,226,-284,9431,12882,8878,683,-1150
8839,9581,679,-300,-276,9233,12287,9473,681,-988
8597,9283,495,-243,-207,9007,12610,9150,680,-679
8624,9090,406,28,-167,8869,11974,9786,680,-645
8954,8988,316,330,-106,8867,13490,8270,682,-421
8952,8904,204,-3,-41,8870,13164,8596,682,-97
9112,8891,187,160,10,8927,13357,8403,683,183
8439,8832,238,-673,-26,8792,12221,9539,679,3
8590,8763,218,151,-13,8726,13393,8367,680,-80
8618,8736,221,28,-17,8693,11818,9942,680,-299
8449,8717,237,-169,-56,8628,12957,8803,679,-264
8844,8745,238,395,-55,8688,12874,8886,681,-172
8970,8747,240,126,-14,8759,12334,9426,682,13
8691,8714,227,-279,4,8735,13466,8294,680,194
9086,8711,221,396,77,8822,12622,9138,682,328
9197,8806,246,111,89,8937,12875,8885,683,297
10012,8983,453,815,166,9245,13238,8522,685,718
10835,9261,735,822,281,9704,13242,8518,685,1207
11620,9657,998,786,391,10272,12903,8857,684,1865
11836,10031,1169,216,485,10746,14214,7546,684,2239
10878,10269,1122,-959,442,10832,12942,8818,685,1880
10422,10486,951,-456,286,10777,12262,9498,686,895
10717,10690,790,295,155,10808,13191,8569,685,-28
10553,10859,565,-164,-16,10782,13264,8496,685,-472
11874,11092,552,1321,-22,11107,13086,8674,684,-70
11543,11180,560,-331,-12,11235,13174,8586,684,229
11217,11130,536,-326,38,11220,14077,7683,685,664
10952,11019,466,-266,99,11128,13429,8331,685,349
11083,11045,463,131,89,11122,13432,8328,685,62
10917,11107,405,-166,11,11085,13789,7971,686,-197
10857,11125,390,-61,-51,11032,13483,8277,686,-276
10133,11072,481,-724,-195,10795,13645,8115,685,-698
10059,10845,477,-73,-194,10561,12095,9665,685,-793
9305,10565,621,-755,-247,10185,14284,7476,684,-1173
9467,10347,660,162,-269,9957,13188,8572,684,-1178
9127,10118,723,-340,-306,9698,12465,9295,683,-1310
9067,9866,694,-60,-290,9484,12550,9210,683,-1034
8605,9577,677,-461,-282,9200,12223,9537,680,-1031
8532,9287,554,-73,-232,8969,12326,9434,680,-883
8273,9054,540,-260,-226,8743,13032,8728,678,-935
8769,8893,387,496,-143,8713,12228,9532,681,-590
8486,8791,372,-282,-132,8634,13690,8070,679,-451
8313,8647,299,-173,-100,8522,13333,8427,678,-198
8047,8511,295,-266,-98,8373,12207,9553,676,-367
8474,8437,208,427,-42,8382,12092,9668,679,-255
8068,8370,229,-406,-55,8288,12436,9324,676,-278
8480,8363,225,412,-28,8335,12226,9534,679,-37
8536,8396,228,56,-23,8392,11919,9841,680,-57
9188,8449,332,652,82,8603,13016,8744,683,457
8304,8426,335,-884,74,8523,12382,9378,678,400
8351,8431,334,47,56,8481,12864,8896,678,294
8333,8467,305,-19,7,8452,11842,9918,678,-220
8587,8481,307,254,17,8489,13293,8467,680,-91
8463,8530,266,-124,-28,8494,12075,9685,679,-111
9401,8645,390,938,39,8746,13693,8067,684,275
8540,8646,389,-861,18,8695,13221,8539,680,249
7804,8473,417,-737,6,8433,12454,9306,673,174
7682,8395,492,-122,-78,8228,12475,9285,672,-619
7668,8310,548,-14,-143,8069,13566,8194,671,-947
7568,8214,600,-100,-202,7923,12876,8884,670,-919
8004,8141,586,436,-180,7927,11752,10008,675,-631
8741,8176,612,737,-95,8138,12418,9342,681,-114
8039,8006,400,-702,24,8076,12415,9345,675,409
7959,7933,345,-80,78,8030,12742,9018,675,501
7357,7877,394,-602,16,7849,13052,8708,667,-148
7860,7900,388,503,-7,7857,12285,9475,674,-279
7700,7904,385,-160,-48,7819,11699,10061,672,-424
7076,7842,465,-624,-153,7619,12354,9406,663,-475
6912,7705,550,-164,-213,7412,12234,9526,660,-762
7801,7588,395,889,-94,7483,11077,10683,673,-520
7816,7560,369,15,-27,7560,11207,10553,673,-80
7787,7539,349,-29,35,7612,11800,9960,673,421
8093,7631,385,305,62,7753,12068,9692,676,429
7429,7577,379,-664,69,7660,11714,10046,669,309
7071,7498,409,-358,40,7495,11863,9897,663,52
7269,7522,389,198,-24,7444,11553,10207,666,-426
7667,7617,313,398,-77,7521,12380,9380,671,-450
7424,7570,311,-243,-74,7486,11664,10096,668,-186
7789,7566,308,365,-29,7561,11480,10280,673,97
7731,7559,303,-57,9,7602,11524,10236,672,142
7979,7545,280,248,101,7693,12055,9705,675,461
7929,7607,302,-50,120,7766,11831,9929,674,436
7933,7715,238,4,90,7832,12991,8769,674,371
8199,7831,218,266,83,7949,12707,9053,676,302
8767,7969,367,568,143,8185,11924,9836,681,529
7865,8024,310,-902,76,8117,12626,9134,673,405
8341,8093,311,476,77,8188,11264,10496,678,370
7714,8091,314,-627,7,8069,12336,9424,672,-188
7491,8030,372,-223,-55,7911,11806,9954,669,-290
7650,7995,392,159,-98,7838,12097,9663,671,-603
7920,7993,392,270,-111,7858,12905,8855,674,-490
7691,7930,395,-228,-114,7802,12872,8888,671,-282
8007,7835,245,316,-18,7832,12202,9558,675,61
8057,7859,256,50,4,7894,12783,8977,675,95
7748,7785,181,-310,47,7841,12756,9004,672,244
7505,7759,203,-243,16,7751,11795,9965,669,18
7969,7818,185,464,4,7819,12338,9422,674,-125
8500,7925,278,532,43,8013,12384,9376,679,107
8628,8013,363,128,101,8186,12360,9400,680,564
8381,8099,358,-248,98,8254,12473,9287,678,646
8186,8122,357,-195,95,8242,12275,9485,676,443
8230,8143,358,43,97,8244,12440,9320,676,195
8810,8276,382,580,110,8415,11626,10134,680,212
8566,8409,255,-244,52,8482,12740,9020,679,202
8156,8432,219,-410,-17,8406,11967,9793,675,125
8250,8401,225,94,-24,8360,12630,9130,676,-123
8542,8390,216,293,12,8403,11468,10292,679,-118
8444,8398,216,-99,15,8415,12433,9327,678,23
8936,8492,262,492,37,8566,13168,8592,681,239
8588,8536,243,-347,17,8582,12685,9075,679,191
7742,8403,333,-846,-20,8342,12225,9535,671,30
8202,8358,332,460,-19,8297,12218,9542,676,-288
9358,8508,456,1155,43,8596,12655,9105,683,-118
9948,8720,643,590,135,8981,12046,9714,685,719
11228,9056,1041,1280,325,9618,12600,9160,685,1796
10569,9321,1119,-660,386,9914,13278,8482,685,2016
11078,9589,1244,509,491,10265,13375,8385,684,2190
10343,9809,1202,-735,446,10333,12558,9202,685,1367
10318,10131,917,-25,267,10401,13567,8193,685,719
10242,10386,559,-76,70,10418,12452,9308,684,-135
11100,10603,443,858,20,10637,13454,8306,684,-80
10411,10661,380,-689,-67,10594,12568,9192,685,-123
9922,10498,382,-489,-67,10389,14450,7310,684,-32
9786,10400,446,-136,-119,10217,13294,8466,684,-576
9879,10250,391,93,-90,10099,12326,9434,685,-620
9091,10094,543,-788,-177,9812,12971,8789,682,-813
9707,10017,549,616,-185,9769,13196,8564,684,-733
9308,9901,587,-400,-220,9628,13144,8616,683,-851
9306,9676,398,-1,-141,9497,12715,9045,683,-378
9209,9526,310,-97,-101,9392,12595,9165,683,-403
9248,9442,281,39,-82,9337,12498,9262,683,-300
9408,9395,249,161,-48,9344,12703,9057,683,-170
9129,9301,181,-279,-18,9270,11796,9964,682,-63
8293,9201,380,-837,-124,9003,13198,8562,677,-412
